country,MealInexpensive,Meal2People,McMeal,BeerDomesticRestaurant,BeerImportedRestaurant,Cappucino,Coke,Water,Milk,Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Banana,Oranges,Tomato,Potato,Onion,Lettuce,Water,Wine,BeerDomesticMarket,BeerImportedMarket,Cigarettes,LocalTransport1Way,MonthlyPass,TaxiStart,Taxi1km,Taxi1hrWaiting,Gasoline,CarVolkswagenGolf,CarToyotaCorolla,Utility,PrepaidMobile,InternetAndMobile,FitnessClub,TennisCourtRent,Cinema,Preschool,PrimarySchool,Jeans,SummerDress,NikeRunningShoes,LeatherBusinessShoes,Apt1BedroomCityCtr,Apt1BedroomNoCityCtr,Apt3BedroomCityCtr,Apt3BedroomNoCityCtr,PricePerSqMtCityCtr,PricePerSqMtNoCityCtr,AvgMonthlyNetSalary,MortgageInterest,data_quality
United Kingdom,16.63455128,62.81748387,7.106064516,4.739109589,4.680258065,3.390192308,1.772467532,1.286623377,1.138782051,1.173584906,1.615231788,2.389936306,6.964868421,6.746645161,10.40781457,2.226688742,1.341533333,2.092866667,2.519136691,1.345466667,1.208993289,0.829415584,1.167402597,8.459411765,2.080657895,2.39630137,14.0062987,3.469591837,87.33507143,3.427870968,1.49972973,19.71090278,1.8748,24633.52559,26005.73957,211.1557143,0.145948276,37.27143791,38.43606667,12.50350877,11.44891026,1112.506978,15405.23846,71.06516556,36.83690789,75.47673203,76.60631579,1005.89368,762.7737671,1666.837686,1368.812167,4529.673368,3501.207204,2662.259917,3.124225352,0.347826087
United States of America,17.15187783,61.94877814,8.417478092,5.075234973,6.018273453,4.416920039,2.185551724,1.621396484,1.000408163,3.044557823,4.217965412,3.161875,11.33910931,11.75086229,14.61698824,4.790512048,1.712145749,4.272492212,4.490277207,2.847790576,2.76886812,1.779253579,1.852068966,12.55919552,2.562641261,3.055055804,8.427761506,2.300035714,62.2531134,3.669501966,1.649958848,27.73490066,1.217751196,24196.34202,23078.47067,179.592442,0.155793781,69.856778,41.20284226,18.20382114,11.85987842,1099.374797,15649.47237,43.79964753,35.99441461,77.87387161,100.2504588,1445.178697,1229.408165,2485.399551,2069.69869,3678.599707,2812.234725,3987.079663,5.140612777,0.110800745
Uruguay,13.88727273,47.356,9.561818182,3.158,4.134444444,3.52,2.148,1.478181818,0.927,1.65,1.368,2.568,9.156,10.198,11.043,2.308,2.661,1.474,2.431,1.622,1.541,0.971,1.382,6.254,1.999,2.894444444,4.328,1.235555556,43.50555556,1.411818182,1.594444444,11.50909091,1.870909091,36424.55182,38671.06,110.469,0.174285714,37.553,31.52,18.05,7.921111111,355.3911111,5954.02,83.771,41.575,93.849,103.132,429.64,329.095,870.945,760.9016667,3191.92,1628.0925,678.466,8.741428571,0.090909091
Uzbekistan,3.334,23.45875,2.977,1.192222222,1.94875,1.322222222,0.471,0.353,0.738,0.344444444,1.152222222,1.372,4.183333333,2.8975,6.79,0.996666667,1.805,1.88,0.918888889,0.456666667,0.30375,0.298571429,0.29125,2.44,0.88,1.903333333,1.96,0.191428571,11.42166667,0.448888889,0.175,3.208,0.771428571,11803.3,16445.14,46.29833333,0.018333333,15.86428571,21.83285714,7.29,2.57,130.54,3445.44,25.56666667,29.39833333,66.428,58.68,218.9571429,155.87,383.0928571,262.0657143,615.0183333,328.91,237.8842857,17.81666667,0.1
Vanuatu,12.27,53.17,9.82,3.68,4.5,3.22,2.07,0.83,1.45,1.96,2.07,3.77,22.72,16.87,16.01,4.11,0.45,4.03,4.33,4.11,2.55,2.26,1.29,14.31,3.38,3.07,8.42,1.23,49.08,1.34,1.17,4.09,1.36,13134.53,25608.07,247.43,0.16,137,65.14,0,6.11,525.33,5664.21,44.99,32.72,98.15,49.08,1071.55,1083.77,1952.82,1726.91,,,647.29,7.5,1
Vatican City,1.04,31.16,12.46,1.04,1.04,1.56,1.04,1.04,1.04,1.14,,0.72,10.39,10.39,10.39,,,,,,,1.04,1.04,,1.48,1.04,,1.04,,1.04,0.65,,1.99,,,,,,,,,,,,,,,882.89,103.87,,217.61,,,2347.45,4.7,0
Venezuela,8.733529412,33.24,8.61,1.497058824,2.147058824,1.828823529,1.102941176,0.770588235,1.458823529,1.685333333,1.194375,2.035,3.918888889,4.9,5.201111111,4.501428571,0.799375,1.148125,1.3725,1.287333333,1.59875,1.163125,1.266,8.106,1.198666667,2.160625,3.595,0.563333333,36.23,3.98,2.298181818,9.336363636,0.501111111,28777.77778,30028.84615,18.65352941,0.065,44.64352941,30.69916667,10.23142857,5.147058824,65.60375,9374.285714,48.84117647,40.46875,61.91176471,67.39647059,193.94,181.8233333,384.2916667,296.6666667,665.51,550.61125,194.51375,31.72,0.055555556
Vietnam,2.094705882,19.25294118,4.357142857,0.824375,1.528235294,1.711764706,0.524117647,0.282941176,1.320526316,0.905263158,0.974210526,1.427368421,20.18333333,3.742105263,9.641111111,2.537368421,1.028333333,1.590555556,0.954210526,1.2,1.093684211,0.717777778,0.613684211,7.606666667,0.759411765,1.681666667,1.096111111,0.31375,8.408571429,0.458421053,0.522631579,3.725294118,0.953157895,37201.99056,33644.12778,58.616875,0.078,10.02526316,24.0675,6.967142857,4.138947368,161.0763158,10863.27278,34.98736842,36.10947368,94.75684211,72.93421053,316.3015385,197.4627273,717.1045455,465.0590909,1694.669,950.498,433.7466667,10.94058824,0.142857143
Yemen,6.15,32.63333333,11.16,2.265,2.2825,2.54,1.612,0.66,2.298,1.1,4.383333333,4.241666667,6.622,11.18833333,23.554,6.361666667,1.961666667,5.154,2.408,2.121666667,1.752,0.558,1.074,15.32,0.7,4,3.84,0.6,54.96,2,4.716,5.3475,2.336,9990.01,34299.0225,70.496,0.056,60.792,82.755,27.32,,41.094,2332.926,64.935,92.9175,75.4,71.33,162.365,93.78,443.355,221.695,2787.57,1015.79,439.695,12.875,0.142857143
Zambia,2.988,18.37,3.17,1.152,1.494,1.742,0.822,0.458,1.248,0.996,2.336,1.756,9.11,4.756,5.516,2.572,1.428,2.244,1.164,1.572,1.742,1.212,0.89,4.744,0.946,1.302,2.482,1.45,38.64,3,0.62,9.19,1.36,8593.28,6444.46,140.69,0.07,103.74,23.82,4.78,2,171.24,14061.39,12.66,31.12,90.18,105.64,262.01,168.4,832.64,509.97,10763.91,,396.94,26,0.142857143
Zimbabwe,6.125,37.5,6.1875,1.2875,1.95,2.3575,0.665,0.47,1.7325,1.0275,1.7875,1.9825,8.6425,7.175,7.115,2.77,1.655,1.835,1.4075,1.52,1.36,0.8725,0.99,9.25,1.23,2.4675,2,0.666666667,30,4.375,1.665,10,1.42375,25000,27666.67,65.5025,0.19,92.6875,30,9.17,6.875,261.2925,7087.5,20.835,18.75,46.09,54.8225,196.5866667,209.665,534.7233333,426.39,1122.05,1041.26,311.11,15,0.1
